Activity,Type,Start,Finish,Details,,,
Feeding,Bottle,"2025-01-16, 18:05","2025-01-16, 18:50","100ml, formula",,,100
Feeding,Bottle,"2025-01-16, 15:20","2025-01-16, 15:40","110ml, formula",,,110
Feeding,Bottle,"2025-01-16, 12:15","2025-01-16, 12:45","60ml, formula",,,60
Feeding,Bottle,"2025-01-16, 09:45","2025-01-16, 10:15","80ml, formula",,,80
Feeding,Bottle,"2025-01-16, 06:35","2025-01-16, 07:15","60ml, formula",,,60
Feeding,Bottle,"2025-01-16, 03:50","2025-01-16, 04:20","80ml, formula",,,80
Feeding,Bottle,"2025-01-16, 00:45","2025-01-16, 01:15","50ml, formula",,,50
Feeding,Bottle,"2025-01-15, 21:00","2025-01-15, 21:30","45ml, formula",,,45
Feeding,Bottle,"2025-01-15, 18:45","2025-01-15, 19:15","70ml, formula",,,70
Feeding,Bottle,"2025-01-15, 16:40","2025-01-15, 17:00","60ml, formula",,,60
Feeding,Bottle,"2025-01-15, 13:50","2025-01-15, 14:30","60ml, formula",,,60
Feeding,Bottle,"2025-01-15, 11:34","2025-01-15, 12:05","80ml, formula",,,80
Feeding,Bottle,"2025-01-15, 07:20","2025-01-15, 09:00","80ml, formula",,,80
Feeding,Bottle,"2025-01-15, 04:05","2025-01-15, 04:40","70ml, formula",,,70
Feeding,Bottle,"2025-01-15, 01:30","2025-01-15, 01:50","40ml, formula",,,40
Feeding,Bottle,"2025-01-14, 21:00","2025-01-14, 21:40","120ml, formula",,,120
Feeding,Bottle,"2025-01-14, 17:20","2025-01-14, 18:50","70ml, formula",,,70
Feeding,Bottle,"2025-01-14, 15:15","2025-01-14, 15:30","70ml, formula",,,70
Feeding,Bottle,"2025-01-14, 12:20","2025-01-14, 12:45","70ml, formula",,,70
Feeding,Bottle,"2025-01-14, 09:55","2025-01-14, 10:20","50ml, formula",,,50
Feeding,Bottle,"2025-01-14, 06:45","2025-01-14, 07:15","50ml, formula",,,50
Feeding,Bottle,"2025-01-14, 04:30","2025-01-14, 04:50","20ml, formula",,,20
Feeding,Bottle,"2025-01-14, 02:00","2025-01-14, 02:25","50ml, formula",,,50
Feeding,Bottle,"2025-01-13, 21:15","2025-01-13, 22:00","70ml, formula",,,70
Feeding,Bottle,"2025-01-13, 19:05","2025-01-13, 19:30","55ml, formula",,,55
Feeding,Bottle,"2025-01-13, 16:45","2025-01-13, 17:15","70ml, formula",,,70
Feeding,Bottle,"2025-01-13, 14:30","2025-01-13, 14:50","70ml, formula",,,70
Feeding,Bottle,"2025-01-13, 11:50","2025-01-13, 12:10","70ml, formula",,,70
Feeding,Bottle,"2025-01-13, 09:45","2025-01-13, 10:00","65ml, formula",,,65
Feeding,Bottle,"2025-01-13, 06:15","2025-01-13, 06:40","60ml, formula",,,60
Feeding,Bottle,"2025-01-13, 03:05","2025-01-13, 03:21","60ml, formula",,,60
Feeding,Bottle,"2025-01-13, 00:15","2025-01-13, 00:30","25ml, formula",,,25
Feeding,Bottle,"2025-01-12, 22:25","2025-01-12, 22:40","10ml, formula",,,10
Feeding,Bottle,"2025-01-12, 20:30","2025-01-12, 21:00","70ml, formula",,,70
Feeding,Bottle,"2025-01-12, 17:00","2025-01-12, 17:45","90ml, formula",,,90
Feeding,Bottle,"2025-01-12, 15:00","2025-01-12, 15:30","70ml, formula",,,70
Feeding,Bottle,"2025-01-12, 11:55","2025-01-12, 12:40","65ml, formula",,,65
Feeding,Bottle,"2025-01-12, 08:50","2025-01-12, 09:10","50ml, formula",,,50
Feeding,Bottle,"2025-01-12, 07:25","2025-01-12, 07:40","30ml, formula",,,30
Feeding,Bottle,"2025-01-12, 05:00","2025-01-12, 05:20","40ml, formula",,,40
Feeding,Bottle,"2025-01-12, 01:30","2025-01-12, 02:00","50ml, formula",,,50
Feeding,Bottle,"2025-01-11, 22:00","2025-01-11, 22:40","80ml, formula",,,80
Feeding,Bottle,"2025-01-11, 20:10","2025-01-11, 20:40","55ml, formula",,,55
Feeding,Bottle,"2025-01-11, 17:45","2025-01-11, 18:10","70ml, formula",,,70
Feeding,Bottle,"2025-01-11, 15:00","2025-01-11, 15:30","70ml, formula",,,70
Feeding,Bottle,"2025-01-11, 12:30","2025-01-11, 12:55","50ml, formula",,,50
Feeding,Bottle,"2025-01-11, 10:15","2025-01-11, 10:30","75ml, formula",,,75
Feeding,Bottle,"2025-01-11, 07:00","2025-01-11, 07:30","55ml, formula",,,55
Feeding,Bottle,"2025-01-11, 03:30","2025-01-11, 03:45","70ml, formula",,,70
Feeding,Bottle,"2025-01-11, 00:00","2025-01-11, 00:15","30ml, formula",,,30
Feeding,Bottle,"2025-01-10, 21:15","2025-01-10, 21:30","45ml, formula",,,45
Feeding,Bottle,"2025-01-10, 18:45","2025-01-10, 18:55","25ml, formula",,,25
Feeding,Bottle,"2025-01-10, 17:30","2025-01-10, 18:00","90ml, formula",,,90
Feeding,Bottle,"2025-01-10, 15:10","2025-01-10, 15:45","60ml, formula",,,60
Feeding,Bottle,"2025-01-10, 12:30","2025-01-10, 12:45","60ml, formula",,,60
Feeding,Bottle,"2025-01-10, 10:05","2025-01-10, 10:25","55ml, formula",,,55
Feeding,Bottle,"2025-01-10, 06:40","2025-01-10, 07:00","50ml, formula",,,50
Feeding,Bottle,"2025-01-10, 03:00","2025-01-10, 03:30","50ml, formula",,,50
Feeding,Bottle,"2025-01-09, 23:45","2025-01-10, 00:00","25ml, formula",,,25
Feeding,Bottle,"2025-01-09, 20:30","2025-01-09, 21:00","60ml, formula",,,60
Feeding,Bottle,"2025-01-09, 17:30","2025-01-09, 17:50","70ml, formula",,,70
Feeding,Bottle,"2025-01-09, 15:45","2025-01-09, 16:00","30ml, formula",,,30
Feeding,Bottle,"2025-01-09, 14:30","2025-01-09, 14:45","35ml, formula",,,35
Feeding,Bottle,"2025-01-09, 11:40","2025-01-09, 12:00","60ml, formula",,,60
Feeding,Bottle,"2025-01-09, 07:50","2025-01-09, 08:20","60ml, formula",,,60
Feeding,Bottle,"2025-01-09, 03:50","2025-01-09, 04:05","45ml, formula",,,45
Feeding,Bottle,"2025-01-09, 00:50","2025-01-09, 01:00","30ml, formula",,,30
Feeding,Bottle,"2025-01-08, 22:15","2025-01-08, 22:35","40ml, formula",,,40
Feeding,Bottle,"2025-01-08, 19:50","2025-01-08, 20:10","60ml, formula",,,60
Feeding,Bottle,"2025-01-08, 18:00","2025-01-08, 18:30","60ml, formula",,,60
Feeding,Bottle,"2025-01-08, 14:15","2025-01-08, 14:30","60ml, formula",,,60
Feeding,Bottle,"2025-01-08, 11:15","2025-01-08, 11:30","70ml, formula",,,70
Feeding,Bottle,"2025-01-08, 08:30","2025-01-08, 08:45","50ml, formula",,,50
Feeding,Bottle,"2025-01-08, 05:15","2025-01-08, 05:30","50ml, formula",,,50
Feeding,Bottle,"2025-01-08, 01:30","2025-01-08, 02:00","60ml, formula",,,60
Feeding,Bottle,"2025-01-07, 22:50","2025-01-07, 23:00","25ml, formula",,,25
Feeding,Bottle,"2025-01-07, 21:30","2025-01-07, 22:00","60ml, formula",,,60
Feeding,Bottle,"2025-01-07, 19:45","2025-01-07, 20:00","30ml, formula",,,30
Feeding,Bottle,"2025-01-07, 17:15","2025-01-07, 17:30","40ml, formula",,,40
Feeding,Bottle,"2025-01-07, 16:00","2025-01-07, 16:10","40ml, formula",,,40
Feeding,Bottle,"2025-01-07, 13:15","2025-01-07, 13:30","50ml, formula",,,50
Feeding,Bottle,"2025-01-07, 09:15","2025-01-07, 09:30","70ml, formula",,,70
Feeding,Bottle,"2025-01-07, 06:30","2025-01-07, 06:45","60ml, formula",,,60
Feeding,Bottle,"2025-01-07, 03:15","2025-01-07, 03:30","30ml, formula",,,30
Feeding,Bottle,"2025-01-07, 00:00","2025-01-07, 00:15","50ml, formula",,,50
Feeding,Bottle,"2025-01-06, 21:00","2025-01-06, 21:30","80ml, formula",,,80
Feeding,Bottle,"2025-01-06, 18:30","2025-01-06, 18:45","75ml, formula",,,75
Feeding,Bottle,"2025-01-06, 15:10","2025-01-06, 15:25","60ml, formula",,,60
Feeding,Bottle,"2025-01-06, 12:40","2025-01-06, 12:50","50ml, formula",,,50
Feeding,Bottle,"2025-01-06, 10:00","2025-01-06, 10:15","50ml, formula",,,50
Feeding,Bottle,"2025-01-06, 07:30","2025-01-06, 07:45","40ml, formula",,,40
Feeding,Bottle,"2025-01-06, 05:25","2025-01-06, 05:40","25ml, formula",,,25
Feeding,Bottle,"2025-01-06, 02:10","2025-01-06, 02:25","50ml, formula",,,50
Feeding,Bottle,"2025-01-05, 22:45","2025-01-05, 23:00","30ml, formula",,,30
Feeding,Bottle,"2025-01-05, 20:20","2025-01-05, 20:40","90ml, formula",,,90
Feeding,Bottle,"2025-01-05, 17:30","2025-01-05, 17:45","50ml, formula",,,50
Feeding,Bottle,"2025-01-05, 14:30","2025-01-05, 15:00","75ml, formula",,,75
Feeding,Bottle,"2025-01-05, 11:30","2025-01-05, 12:00","75ml, formula",,,75
Feeding,Bottle,"2025-01-05, 08:00","2025-01-05, 08:40","110ml, formula",,,110
Feeding,Bottle,"2025-01-05, 05:15","2025-01-05, 05:30","30ml, formula",,,30
Feeding,Bottle,"2025-01-05, 02:15","2025-01-05, 02:30","30ml, formula",,,30
Feeding,Bottle,"2025-01-04, 22:30","2025-01-04, 23:00","85ml, formula",,,85
Feeding,Bottle,"2025-01-04, 20:30","2025-01-04, 20:45","110ml, formula",,,110
Feeding,Bottle,"2025-01-04, 17:30","2025-01-04, 17:45","70ml, formula",,,70
Feeding,Bottle,"2025-01-04, 14:30","2025-01-04, 14:45","40ml, formula",,,40
Feeding,Bottle,"2025-01-04, 12:00","2025-01-04, 12:15","50ml, formula",,,50
Feeding,Bottle,"2025-01-04, 09:00","2025-01-04, 09:15","70ml, formula",,,70
Feeding,Bottle,"2025-01-04, 06:00","2025-01-04, 06:15","70ml, formula",,,70
Feeding,Bottle,"2025-01-04, 03:00","2025-01-04, 03:15","55ml, formula",,,55
Feeding,Bottle,"2025-01-04, 00:00","2025-01-04, 00:15","60ml, formula",,,60
Feeding,Bottle,"2025-01-03, 20:50","2025-01-03, 21:05","70ml, formula",,,70
Feeding,Right breast,"2025-01-03, 20:40","2025-01-03, 20:50",,,,
Feeding,Left breast,"2025-01-03, 20:30","2025-01-03, 20:40",,,,
Feeding,Bottle,"2025-01-03, 17:30","2025-01-03, 17:45","70ml, formula",,,70
Feeding,Bottle,"2025-01-03, 16:15","2025-01-03, 16:30","50ml, formula",,,50
Feeding,Bottle,"2025-01-03, 13:30","2025-01-03, 13:45","50ml, formula",,,50
Feeding,Bottle,"2025-01-03, 12:15","2025-01-03, 12:30","70ml, formula",,,70
Feeding,Bottle,"2025-01-03, 08:15","2025-01-03, 08:30","60ml, formula",,,60
Feeding,Bottle,"2025-01-03, 04:15","2025-01-03, 04:30","70ml, formula",,,70
Feeding,Bottle,"2025-01-03, 00:15","2025-01-03, 00:30","70ml, formula",,,70
Feeding,Left breast,"2025-01-03, 00:00","2025-01-03, 00:10",,,,
Feeding,Bottle,"2025-01-02, 22:00","2025-01-02, 22:15","35ml, formula",,,35
Feeding,Bottle,"2025-01-02, 20:00","2025-01-02, 20:15","70ml, formula",,,70
Feeding,Bottle,"2025-01-02, 16:00","2025-01-02, 16:15","70ml, formula",,,70
Feeding,Bottle,"2025-01-02, 13:00","2025-01-02, 13:15","70ml, formula",,,70
Feeding,Bottle,"2025-01-02, 09:00","2025-01-02, 09:15","60ml, formula",,,60
Feeding,Right breast,"2025-01-02, 08:50","2025-01-02, 09:00",,,,
Feeding,Bottle,"2025-01-02, 05:15","2025-01-02, 05:30","70ml, formula",,,70
Feeding,Bottle,"2025-01-02, 01:30","2025-01-02, 01:45","60ml, formula",,,60
Feeding,Bottle,"2025-01-01, 22:15","2025-01-01, 22:30","55ml, formula",,,55
Feeding,Bottle,"2025-01-01, 20:30","2025-01-01, 20:45","45ml, formula",,,45
Feeding,Bottle,"2025-01-01, 17:00","2025-01-01, 17:15","55ml, formula",,,55
Feeding,Right breast,"2025-01-01, 16:45","2025-01-01, 16:55",,,,
Feeding,Bottle,"2025-01-01, 15:00","2025-01-01, 15:15","45ml, formula",,,45
Feeding,Left breast,"2025-01-01, 14:45","2025-01-01, 14:55",,,,
Feeding,Bottle,"2025-01-01, 11:00","2025-01-01, 11:15","45ml, formula",,,45
Feeding,Bottle,"2025-01-01, 07:45","2025-01-01, 08:00","45ml, formula",,,45
Feeding,Bottle,"2025-01-01, 04:15","2025-01-01, 04:30","35ml, formula",,,35
Feeding,Bottle,"2025-01-01, 01:00","2025-01-01, 01:15","40ml, formula",,,40
